label,project,method,record,slot,severity,category,issue_excerpt
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,full,collection_timeframes,high,missing supported information,"CollectionTimeframe declares `start_date` and `end_date`, both left empty while the award period 2022-09-01 to 2026-11-30 is stated only in prose inside `timeframe_details`. The core record populates "
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,full,data_collectors,medium,missing supported information,"DataCollector declares a `role` field, left empty in all four objects while role information (data acquisition centers, data site managers, sub-teams, clinical collaborators) is carried in `collector_"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,full,ethical_reviews,medium,missing supported information,"EthicalReview declares `reviewing_organization`, left empty; the core record populates it as 'CHoRUS consortium (Ethics pillar)'. Inconsistent treatment of identical evidence across the pair."
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,core,splits,medium,missing supported information,The full record carries a `splits` entry for the sequestered holdout test set. The core record omits `splits` and instead folds the holdout fact into free-text `notes`. If the core schema declares `sp
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,core,third_party_sharing,medium,other,"The full record carries `third_party_sharing` with is_shared=true. The core record drops the slot and relocates the trainee-access and holdout-sharing facts into `notes` prose, which is a pointer-styl"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,core,direct_collection,medium,missing supported information,The full record carries `direct_collection` with is_direct=false. The core record omits the slot and restates the fact ('obtained retrospectively ... rather than collected directly from patients') ins
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,core,file_collections,medium,missing supported information,"The full record enumerates nine per-modality FileCollection entries (demographics, medication administration, procedures, nursing flowsheets, diagnoses, clinical notes, imaging, waveform telemetry, wa"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,core,participant_privacy,medium,missing supported information,"The full record carries a ParticipantPrivacy object with anonymization_method and five privacy_techniques. The core record omits the slot despite the same supporting evidence (tokenization, local note"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,maintainers,low,other,"Maintainer.role is a closed enum; 'academic_institution' and 'other' are valid, but the substantive identity content (named individuals Ciera McCrary, Jared Houghtaling, and the email addresses) sits "
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,id,low,inconsistent identifier/count,"`id` is set to the project website URL https://chorus4ai.org/, which identifies the project site rather than the dataset. The bundle offers no dataset-specific persistent identifier, so this is defens"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,creators,low,unsupported claim,"Five of six Creator objects leave `principal_investigator` empty and carry the person's name only inside `notes` (e.g. 'Azra Bihorac, Bridge2AI CHoRUS leadership team'). Creator declares no generic na"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,conforms_to,low,other,"Set to 'OMOP Common Data Model (OHDSI)' at dataset level, but the bundle shows the dataset conforms to five distinct standards by modality (OMOP, OHNLP, DICOM, WFDB, EDF+/Persyst). The single-value sl"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,instances,low,dataset/release/temporal scope error,"`counts: 50000` adopts the project-website figure while the webinar states 'over 45K unique admissions' as of August 2025. The discrepancy is disclosed in `notes` and in the instance-level `notes`, sa"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,full,distribution_formats,low,other,All six DistributionFormat objects populate only `notes`; `access_urls` is never used and no format is expressed as a discrete value. The last entry describes the enclave access route rather than a di
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,external_resources,low,other,"ExternalResource objects populate `external_resources` (URL list) and `notes` only; `archival`, `future_guarantees` and `restrictions` are unpopulated. The bundle does not clearly support those fields"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,full,status,low,inconsistent identifier/count,"`status` is a free-text string slot whose description cites examples such as draft/published/deprecated. The value is a multi-sentence narrative including award dates, which duplicates collection_time"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,notes,info,other,"The 2025-11-14 website banner ('This repoitory is under review for potential modification in compliance with Administration directives') is reproduced with the source's typo, correctly quoted rather t"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,known_biases,info,other,"bias_type 'selection_bias' is a permitted enum value and is a reasonable reading of the multi-center academic ICU sampling described. The bundle does not itself label any bias by type, so the categori"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,known_limitations,info,dataset/release/temporal scope error,"All three limitation_type values (coverage_limitation, scope_limitation, integration_limitation) are permitted enum members and each maps to explicitly stated bundle content (partial modality availabi"
2026-08-06_claude-opus-5-1m-generic-v3-schema2_rep3,CHORUS,claudecode_agent,both,regulatory_restrictions.confidentiality_level,info,missing supported information,'restricted' is a permitted enum value and is supported by the uniform 'Controlled' access designation across all nine data types. `hipaa_compliant` is correctly omitted — the bundle mentions HIPAA on
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,core,distributions,high,unsupported claim,"`distributions` is not a slot in the CoreDataset/Dataset inventory supplied in the schema digest. The digest defines `file_collections` (range FileCollection, required key `id`) and `distribution_form"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,full,id,high,unsupported claim,`id` is set to `https://doi.org/10.60775/fairhub.3` while `doi` is set to `10.60775/fairhub.3`. This is internally consistent but the DataSubset ids derived from it (`https://doi.org/10.60775/fairhub.
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,full,file_collections[9].file_count,medium,other,"`file_count: 9` for the root-metadata collection is stated in the record's own source_caveats to be inferred, not transcribed. The bundle enumerates nine metadataFileList entries at root but never sta"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,creators,medium,other,"Creator entries embed role commentary inside the `principal_investigator` value, e.g. 'Aaron Y. Lee (Study Principal Investigator; contact e-mail leeay@uw.edu)', 'Cynthia Owsley (Study Principal Inves"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,funders[0].grants,medium,inconsistent identifier/count,"The first grants list element is a multi-clause prose sentence ('OT2OD032644 — Bridge2AI: Salutogenesis Data Generation Project (awarded to the University of Washington, fiscal year 2022, award amount"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,distribution_dates[0].release_dates,medium,dataset/release/temporal scope error,"Each `release_dates` list element is a prose sentence bundling date, version, DOI, participant count and accessibility status ('2024-11-08 — version 2.0.0, DOI 10.60775/fairhub.2, 1,067 participants, "
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,distribution_formats[0].format,medium,dataset/release/temporal scope error,`format` holds a multi-clause prose paragraph enumerating six formats with parenthetical scope annotations rather than a format value; `media_type` holds four comma-joined media types in a single stri
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,conforms_to,medium,dataset/release/temporal scope error,"`conforms_to` holds a multi-standard prose paragraph mapping seven standards to nine directories. The digest describes this slot as naming a standard the dataset's content follows, singular. The per-d"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,citation / license_and_use_terms,medium,missing supported information,Full record `citation` states that citation instructions are not reproduced in the source and then supplies constructed DataCite-style components. The digest describes `citation` as a recommended cita
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,core,variables,medium,unsupported claim,"The full record carries 39 VariableMetadata entries drawn from BMJ Open Tables 2 and 4, the healthsheet device section and the imaging protocol; the core record omits `variables` entirely. `variables`"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,core,splits / subsets,medium,other,"The full record carries a `splits` entry and three `subsets` DataSubset entries for train/validation/test. The core record carries neither, relegating the same split facts to a paragraph in the free-t"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,core,relationships / related_datasets / total_file_count / total_size_bytes,medium,missing supported information,"Four well-supported full-record slots are dropped from the core record without the omission being justified: `relationships` (single visit per participant, all instances from one project), `related_da"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,publisher,low,unsupported claim,"`publisher` has range uriorcurie and is set to `https://fairhub.io/`. The bundle gives publisherName 'FAIRhub' as a name, not a URI. The URI substitution is a reasonable resolution but is an inference"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,created_by,low,inconsistent identifier/count,"`created_by: AI-READI Consortium` duplicates the organizational entry already present in `creators`. Not incorrect, but redundant across two slots."
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,full,keywords,low,unsupported claim,"The keyword list merges the seven FAIRhub `subject` values with three study-level `keywordList` values (Type 2 Diabetes, Data Sharing, Exploratory Data Collection) and one term, 'Salutogenesis', that "
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,known_biases[4],low,dataset/release/temporal scope error,"The PBMC/PAXgene shipping-delay entry is classed as a `measurement_bias` of the dataset, but its own `notes` concede it affects the biorepository rather than the released dataset. Biospecimen handling"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,core,sensitive_elements[1],low,inconsistent identifier/count,"Same referent problem as above: `sensitive_elements_present: true` is asserted for the UAB biorepository, whose contents are not part of the released dataset. The entry's own notes acknowledge this. S"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,is_deidentified.identifiable_elements_present / identifiers_removed,low,missing supported information,Core sets `identifiable_elements_present: false` and populates `identifiers_removed`; full omits both. The two records make different assertions about the same slot from the same evidence. Additionall
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,regulatory_restrictions.hipaa_compliant,low,unsupported claim,"Set to `compliant`. The bundle states the public set was stripped of PHI via Safe Harbor and that the team verified no HIPAA-identifiable data were present, but no source in the bundle makes a formal "
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,regulatory_restrictions.confidentiality_level,low,unsupported claim,Set to `restricted`. The bundle nowhere assigns a confidentiality level. The public release is downloadable after self-attestation and the controlled set requires a DUA; 'restricted' is a defensible s
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,license_and_use_terms.data_use_permission,low,other,"Set to `disease_specific_research`, which fits the 'type 2 diabetes related research' attestation for the public set. However the same licence permits commercial use, and the enum also offers `no_rest"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,license_and_use_terms.license_terms,low,dataset/release/temporal scope error,"The clause-level summary is drawn from licence v1.0 while the record's `license` field names v2.0. The source_caveats flags this honestly, but the effect is that the most detailed licence content in t"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,existing_uses[0].examples,low,missing supported information,"The single `examples` element is a negative statement ('None recorded. The healthsheet ... answers ""No"" ...') rather than an example of a use. A slot whose semantics are 'list of known existing uses' "
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,instances[0].counts,low,inconsistent identifier/count,"`counts: 2280` is the participant count. The digest gives no unit semantics for `counts`, and the dataset also has well-supported counts at other granularities (356,343 files). Not an error, but the p"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,human_subject_research.special_populations,low,other,"The value describes exclusion criteria (pregnancy, gestational diabetes, T1DM, age >85, no minors) rather than special populations included in the research. The slot semantics in the digest are 'speci"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,full,at_risk_populations / participant_privacy / participant_compensation,low,other,Full record populates `participant_privacy` and `participant_compensation`; core drops `participant_privacy` entirely and relegates compensation to a `notes` paragraph. Both are well-supported by the 
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,collection_notifications / collection_consents / consent_revocations,low,other,"Full record carries these as three separate structured entries; core folds all three into `informed_consent[0].notes` and `withdrawal_mechanism`. Same evidence, different structural placement across t"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,version,low,other,"`version: ""3.0.0""` is correct for the referent chosen, but the record simultaneously carries v1.0.0 and v2.0.0 participant counts, DOIs and dates across `version_access`, `related_datasets`, `distribu"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,notes,low,inconsistent identifier/count,The `notes` block carries substantial content that has fitting structured slots: the biorepository description overlaps `sensitive_elements` and could sit in `external_resources` or a `resources` entr
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,both,source_caveats (top level),low,inconsistent identifier/count,"The top-level `source_caveats` correctly flags the Washington University in St. Louis vs University of Washington conflict, but the record then silently resolves it in favour of UW throughout `creator"
2026-08-11_claude-opus-5-api-generic_rep1,AI_READI,claudecode_agent,full,subsets[*].description,low,inconsistent identifier/count,"DataSubset entries carry only `id`, `name`, `description` and `is_data_split`. The split composition (counts by race/ethnicity, sex, diabetes status, mean age) is packed into prose inside `description"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,core,resources,high,unsupported claim,"The core record uses `resources` (range Dataset, requiring `id`) for the nine modalities, while the full record uses `file_collections` (range FileCollection). The core schema `data_sheets_schema_core"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,id,high,unsupported claim,"`id` is set to `https://chorus4ai.org/`, which the bundle identifies as the project website (source URL for the project_documentation file), not as an identifier for the dataset. The same URI is also "
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,creators[].principal_investigator,high,unsupported claim,"Five of six Creator objects (Bihorac, Jiang, Strekalova, Rashidi, Kwong) populate `principal_investigator` although the bundle lists them only under the heading 'Bridge2AI CHoRUS Leadership Team' in t"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,full,file_collections[].conforms_to,high,other,"Several `conforms_to` values embed editorial commentary rather than naming a standard: 'OMOP Common Data Model, with schema extensions', 'WFDB, with an extended PhysioNet schema', 'EDF+ and Persyst (o"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,conforms_to,high,dataset/release/temporal scope error,"The top-level `conforms_to` is a multi-sentence prose paragraph enumerating six standards with parenthetical scope qualifiers, not a standard identifier. The slot range is a single string naming a sta"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,instances[].counts,medium,dataset/release/temporal scope error,"`counts: 50000` selects one of two conflicting bundle figures (chorus4ai.org '50,000 Patient admissions' vs. webinar 'over 45K unique admissions' as of August 2025) and elevates it to the sole asserte"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,created_by,medium,inconsistent identifier/count,'CHoRUS Consortium (Patient-Focused Collaborative Hospital Repository Uniting Standards)' embeds an explanatory gloss inside an identifier-style value. The bundle uses 'CHoRUS Consortium' as a heading
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,creators[].affiliations,medium,other,"The affiliation 'UTHealth Houston' is transcribed from the webinar leadership slide, but the same document elsewhere renders the institution as 'University of Texas Health Science Center, Houston, TX'"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,ethical_reviews[].contact_person,medium,unsupported claim,"The value bundles a name, title, institution and a known-defective email address into a single free-text string, and repeats the typo disclosure in an adjacent source_caveats. Ciera McCrary is identif"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,machine_annotation_tools[].tools,medium,unsupported claim,"'CTP-deid' is listed with the description 'A de-identification component within the CHoRUS GitHub organization'. The bundle shows only a repository name 'CTP-deid Public' with zero stars, no language,"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,regulatory_restrictions.confidentiality_level,medium,unsupported claim,"`confidentiality_level: restricted` is explicitly labelled in its own source_caveats as inferred rather than stated. Per the omission-over-inference rule, an enum value that the bundle does not assert"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,known_biases,medium,other,"Both DatasetBias entries carry source_caveats conceding that no bias audit, fairness evaluation, or measured imbalance is reported, and that the entries record the project's stated concern or network "
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,full,splits,medium,missing supported information,"The holdout test set is recorded as a Splits object although the bundle describes it only as a future deliverable ('will also provision a holdout test set', 'sequestering holdout datasets'), with no s"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,subpopulations[].identification,medium,dataset/release/temporal scope error,The value asserts that 'social determinants of health together with contextual factors such as geographic distance to the nearest hospital are project deliverables' as part of subpopulation identifica
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,status,low,dataset/release/temporal scope error,The value is a composite analytical statement ('Active data generation project ... partial dataset released ... still being acquired as of the August 2025 status snapshot') rather than a status token 
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,was_derived_from,low,unsupported claim,"The digest describes `was_derived_from` as 'a resource from which this resource was derived'. The value is an enumerated prose inventory of four source-system classes across 14 hospitals, duplicating "
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,collection_timeframes,low,unsupported claim,In the core record `start_date`/`end_date` are populated with the award period 2022-09-01 / 2026-11-30 — dates the entry's own source_caveats states are 'the funded project period and a reporting snap
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,acquisition_methods[].was_directly_observed,low,other,`was_directly_observed: true` is asserted for retrospective extraction of pre-existing hospital records. Nothing in the bundle indicates observation by the dataset creators; the data were recorded dur
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,core,direct_collection,low,other,"Present in the full record, absent from the core record, with its content relocated into acquisition_methods[0].acquisition_details and its source_caveats reattached there. If `direct_collection` exis"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,core,third_party_sharing,low,other,Present in the full record as a ThirdPartySharing object with `is_shared: true`; in the core record its content is dissolved into license_and_use_terms.license_terms prose. The structured boolean is l
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,core,keywords,low,unsupported claim,"Identical fourteen-item keyword list in both records, of which 'AI-ready dataset', 'equitable AI', 'multimodal data' and 'social determinants of health' derive from the bundle's own preferred-terms an"
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,notes,low,inconsistent identifier/count,The `notes` value describes a banner on the project website concerning the site's own availability. The digest restricts `notes` to residual dataset content that description cannot hold; a caveat abou
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,full,total_size_bytes,low,other,"Omitted, with the omission justified in source_caveats on the grounds that '23 Tb' is ambiguous between terabyte and terabit. The justification is sound and the omission correct; flagged only because "
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,license,low,missing supported information,Omitted at top level while license_and_use_terms.source_caveats records that the chorus-ai GitHub organization is MIT-licensed and Chorus_SOP is Apache-2.0. The omission is defensible (those licenses 
2026-08-11_claude-opus-5-api-generic_rep1,CHORUS,claudecode_agent,both,language,low,other,"Not populated. The bundle states 'Working command of English' as a trainee requirement and all documentation is English, but no statement is made about the language of the dataset content itself. Omis"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,distributions,high,inconsistent identifier/count,The slot `distributions` is not present in the supplied schema digest for Dataset/CoreDataset. The digest lists `distribution_formats` (DistributionFormat[]) and `file_collections` (FileCollection[]) 
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,conforms_to_standard,high,inconsistent identifier/count,"Value list includes `CDS`, which IS in the permitted enum, but the ordering and content are fine; however the same slot on several `file_collections` entries and the core `distributions` entries mixes"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,funders[0].grants,high,inconsistent identifier/count,"Grant objects are given as `{id: nih:P30DK035816}` and `{id: nih:UL1TR003096}`. `nih:` is not a prefix defined anywhere in the declared bundle or the schema digest, so these are not resolvable CURIEs."
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,creators[0].id,high,unsupported claim,"The Creator object's `id` is set to `https://ror.org/00cvxb145` (University of Washington), but the creator recorded in every source is the organisational creator 'AI-READI Consortium', and the record"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,creators[0].id,high,inconsistent identifier/count,"Identical defect to the full record: Creator `id` is `https://ror.org/00cvxb145` while the notes identify the creator as the AI-READI Consortium, and the same ROR also appears in `affiliations`."
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,creators[0].notes,medium,other,The `notes` field carries a long roster of eighteen named principal investigators and their institutions. `creators` is multivalued with a declared Creator range carrying `principal_investigator` (Per
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,creators[0].notes,medium,other,Same collapsing defect as the full record: eighteen named investigators and their affiliations are held as prose in `notes` rather than as distinct Creator objects.
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,creators[0].source_caveats,medium,inconsistent identifier/count,Source commentary about the Washington University in St. Louis / University of Washington conflict is embedded in a Creator object. The digest describes `source_caveats` as a trust annotation about si
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,license,medium,dataset/release/temporal scope error,Value is `AI-READI custom license v2.0 (https://doi.org/10.5281/zenodo.17555036)` — a name with a parenthesised URI appended. The digest declares `license` as a plain string for the legal licence (e.g
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,license,medium,inconsistent identifier/count,Same defect: licence name with parenthesised DOI URI embedded in the string value.
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,instances[0].data_topic,medium,unsupported claim,"`data_topic` is set to `B2AI_TOPIC:43` (Diabetes) for an instance whose declared type is 'Individual human participant' spanning survey, clinical, imaging, ECG, environmental, CGM and wearable modalit"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,subsets,medium,inconsistent identifier/count,"Seven DataSubset objects are emitted whose entire content sits in `description` prose (counts, percentages, mean ages) while the DataSubset range inherits the full Dataset slot set including `instance"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,subsets,medium,missing supported information,"Omission the bundle clearly supports. The full record carries seven `subsets` (three recommended splits, four diabetes study groups) drawn from the README split table and the FAIRhub armGroupList. The"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,splits,medium,missing supported information,"Omission the bundle clearly supports. The full record carries a `splits` object describing the 70/15/15 recommended partition, its balancing rationale and per-set mean ages, sourced from README and he"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,relationships,medium,missing supported information,Omission the bundle supports. The full record carries `relationships` recording that all instances belong to one cross-sectional project with one visit per participant and that modality files are link
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,direct_collection,medium,missing supported information,Omission the bundle clearly supports. The full record carries two DirectCollection objects (direct collection from participants; indirect EHR-based recruitment-pool identification) sourced from health
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,collection_consents / consent_revocations / collection_notifications,medium,missing supported information,"Three slots present in the full record are omitted from the core record, with their content compressed into `informed_consent[0]` fields and `notes`. Consent revocation in particular (withdrawal permi"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,participant_compensation,medium,missing supported information,"Omission the bundle clearly supports, with the content displaced. The full record carries a structured HumanSubjectCompensation object (USD 200, timing, non-proration, transport coverage, retention in"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,participant_privacy,medium,missing supported information,"Omission the bundle clearly supports. The full record carries a ParticipantPrivacy object with `anonymization_method`, five `privacy_techniques`, `data_linkage` and `reidentification_risk`. The core r"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,total_file_count / total_size_bytes,medium,missing supported information,"Omission the bundle clearly supports. The FAIRhub API gives fileCount 356343 and size 3815969779678, and the full record populates both scalar slots. The core record drops both and records the totals "
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,citation,medium,missing supported information,Omission the bundle clearly supports. The full record populates `citation` with the recommended FAIRhub citation string. The core record omits the slot and instead embeds the identical citation text i
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,third_party_sharing,medium,missing supported information,Omission the bundle supports. The full record carries two ThirdPartySharing objects with `is_shared: true` covering public distribution via FAIRhub and the licence-bounded onward-sharing rule. The cor
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,conforms_to_class,low,other,"Set to `Dataset` (correct for the full record), and the core record sets `CoreDataset`. No defect, but note the paired records also both set `conforms_to_schema` to the same non-core URI `https://w3id"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,file_collections[9].id,low,unsupported claim,"The root-metadata FileCollection has `path: /` and `file_count: 9` but no `total_bytes`, while every sibling carries a byte count. The bundle does not report a size for the root metadata files, so the"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,variables,low,inconsistent identifier/count,"Nineteen VariableMetadata objects are emitted, all drawn from BMJ Open Table 2 and the device descriptions. Reference ranges are placed in `notes` as prose (e.g. 'Reference range supplied by the testi"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,variables,low,missing supported information,"Omission the bundle clearly supports. The full record carries nineteen VariableMetadata objects; the core record omits `variables` entirely. If CoreDataset declares the slot, this discards laboratory "
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,id,low,inconsistent identifier/count,"`id` is `https://doi.org/10.60775/fairhub.3` while `doi` is `10.60775/fairhub.3`. Consistent and defensible, but note that `related_datasets[2].target_dataset` uses `https://fairhub.io/datasets/4` (a "
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,acquisition_methods[0],low,unsupported claim,Sets `was_reported_by_subjects: false` and `was_inferred_derived: false` explicitly on the directly-observed method. Negative assertions of this kind are not stated in the bundle; they are inferred fr
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,regulatory_restrictions.confidentiality_level,low,unsupported claim,"Set to `restricted`, a permitted enum value, but the bundle records only 'HL7:2N (normal)' in the RO-Crate. The record's own `source_caveats` acknowledges that this does not map onto the enum and expl"
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,core,regulatory_restrictions.confidentiality_level,low,unsupported claim,"Same inferred enum mapping from 'HL7:2N (normal)' to `restricted`, with the same acknowledging caveat."
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,license_and_use_terms.data_use_permission,low,other,"Set to `disease_specific_research`, which is a permitted enum value and is supported by the access requirement to use the public data only for T2DM-related research. However the licence itself grants "
2026-08-13_claude-opus-5-api-generic-v4_rep1,AI_READI,claudecode_agent,full,collection_timeframes[2],low,dataset/release/temporal scope error,"`end_date: 2026-11-30` is drawn from the BMJ Open statement that enrolment 'will continue until 30 November 2026'. This is a planned future date for the study, not a collection timeframe of this datas"
