project,method,type,file,total_score,max_score,percentage,elements_passing,element_scores
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/CHoRUS_for_Equitable_AI.txt_d4d.yaml,17,50,34.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CHORUS,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_row9_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CHORUS,gpt5,individual,data/d4d_individual/gpt5/CHORUS/CHoRUS for Equitable AI - github_d4d.yaml,8,50,16.0,1,"Dataset Discovery an:4/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CHORUS,gpt5,individual,data/d4d_individual/gpt5/CHORUS/aim-ahead-bridge2ai-for-clinical-care-informational-webinar_d4d.yaml,10,50,20.0,1,"Dataset Discovery an:4/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,claudecode,concatenated,data/d4d_concatenated/claudecode/CM4AI_d4d.yaml,33,50,66.0,7,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:3/5,Ethical Use and Priv:1/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:4/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CM4AI,claudecode_agent,concatenated,data/d4d_concatenated/claudecode_agent/CM4AI_d4d.yaml,38,50,76.0,9,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:3/5,Ethical Use and Priv:2/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:5/5,Technical Transparen:4/5,Dataset Evaluation a:3/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,concatenated,data/d4d_concatenated/claudecode_assistant/CM4AI_d4d.yaml,33,50,66.0,7,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:3/5,Ethical Use and Priv:1/5,Data Composition and:4/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:4/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CM4AI,gpt5,concatenated,data/d4d_concatenated/gpt5/CM4AI_d4d.yaml,28,50,56.0,7,"Dataset Discovery an:4/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :4/5,Scientific Motivatio:5/5,Technical Transparen:3/5,Dataset Evaluation a:0/5,Cross-Platform and C:4/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/doi_row3_d4d.yaml,9,50,18.0,1,"Dataset Discovery an:2/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_10.18130_V3_F3TD5R_row19.txt_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:3/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/RePORT ⟩ RePORTER - CM4AI.txt_d4d.yaml,7,50,14.0,2,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:3/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/creativecommons_org_licenses-by-nc-sa_row15.txt_d4d.yaml,5,50,10.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/doi_row3.json_d4d.yaml,4,50,8.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/creativecommons_org_licenses_by_nc_sa_d4d.yaml,8,50,16.0,1,"Dataset Discovery an:2/5,Dataset Access and R:3/5,Data Reuse and Inter:1/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/2024.05.21.589311v1.full_d4d.yaml,17,50,34.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:2/5,Technical Transparen:2/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/RePORT_RePORTER_CM4AI_d4d.yaml,13,50,26.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_10.18130_V3_B35XWX_row16.txt_d4d.yaml,10,50,20.0,2,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:3/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_B35XWX_march2025_d4d.yaml,10,50,20.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/2024.05.21.589311v1.full.txt_d4d.yaml,8,50,16.0,2,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:3/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,claudecode_agent,individual,data/d4d_individual/claudecode_agent/CM4AI/dataverse_F3TD5R_june2025_d4d.yaml,16,50,32.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :2/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:1/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_F3TD5R_row19_d4d.yaml,25,50,50.0,4,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:1/5,Data Provenance and :5/5,Scientific Motivatio:4/5,Technical Transparen:1/5,Dataset Evaluation a:2/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/doi_row3_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/RePORT ⟩ RePORTER - CM4AI.txt_d4d.yaml,8,50,16.0,1,"Dataset Discovery an:1/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:5/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_F3TD5R_row19.txt_d4d.yaml,9,50,18.0,2,"Dataset Discovery an:3/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:3/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:1/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/RePORT_RePORTER_CM4AI_d4d.yaml,13,50,26.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/2024.05.21.589311v1.full.txt_d4d.yaml,14,50,28.0,2,"Dataset Discovery an:1/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :1/5,Scientific Motivatio:5/5,Technical Transparen:2/5,Dataset Evaluation a:1/5,Cross-Platform and C:0/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/creativecommons_org_licenses-by-nc-sa_row15_d4d.yaml,13,50,26.0,2,"Dataset Discovery an:5/5,Dataset Access and R:3/5,Data Reuse and Inter:2/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:2/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_B35XWX_row16_d4d.yaml,23,50,46.0,5,"Dataset Discovery an:5/5,Dataset Access and R:3/5,Data Reuse and Inter:1/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :2/5,Scientific Motivatio:4/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/doi_row3.json_d4d.yaml,5,50,10.0,0,"Dataset Discovery an:2/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/creativecommons_org_licenses-by-nc-sa_row15.txt_d4d.yaml,2,50,4.0,0,"Dataset Discovery an:1/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/2024.05.21.589311v1.full_d4d.yaml,25,50,50.0,5,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:3/5,Data Provenance and :2/5,Scientific Motivatio:5/5,Technical Transparen:4/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/CM4AI/dataverse_10.18130_V3_B35XWX_row16.txt_d4d.yaml,8,50,16.0,2,"Dataset Discovery an:3/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:3/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:1/5"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/doi_d4d.yaml,2,50,4.0,0,"Dataset Discovery an:2/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/dataverse_10.18130_V3_B35XWX_d4d.yaml,21,50,42.0,5,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :4/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:4/5"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/dataverse_10.18130_V3_F3TD5R_d4d.yaml,17,50,34.0,3,"Dataset Discovery an:5/5,Dataset Access and R:5/5,Data Reuse and Inter:2/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
CM4AI,gpt5,individual,data/d4d_individual/gpt5/CM4AI/doi_row3_d4d.yaml,8,50,16.0,2,"Dataset Discovery an:4/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
VOICE,claudecode,concatenated,data/d4d_concatenated/claudecode/VOICE_d4d.yaml,37,50,74.0,8,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:5/5,Data Composition and:5/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:4/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,concatenated,data/d4d_concatenated/claudecode_agent/VOICE_d4d.yaml,37,50,74.0,8,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:1/5,Data Composition and:5/5,Data Provenance and :5/5,Scientific Motivatio:5/5,Technical Transparen:4/5,Dataset Evaluation a:3/5,Cross-Platform and C:2/5"
VOICE,claudecode_assistant,concatenated,data/d4d_concatenated/claudecode_assistant/VOICE_d4d.yaml,37,50,74.0,8,"Dataset Discovery an:5/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:5/5,Data Composition and:5/5,Data Provenance and :4/5,Scientific Motivatio:2/5,Technical Transparen:3/5,Dataset Evaluation a:4/5,Cross-Platform and C:2/5"
VOICE,gpt5,concatenated,data/d4d_concatenated/gpt5/VOICE_d4d.yaml,1,50,2.0,0,"Dataset Discovery an:1/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/healthnexus_row13_d4d.yaml,4,50,8.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/physionet_b2ai-voice_1.1_row17_d4d.yaml,19,50,38.0,3,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:5/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/RePORT ⟩ RePORTER - VOICE_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:2/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/B2AI-Voice DTUA 2025 2025-09-04_d4d.yaml,18,50,36.0,3,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:5/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/physionet_b2ai-voice_1.1_row14_d4d.yaml,19,50,38.0,3,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:5/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/docs_google_com_document-d_row13_d4d.yaml,1,50,2.0,0,"Dataset Discovery an:1/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/github_eipm_bridge2ai-docs_README_row22_d4d.yaml,10,50,20.0,1,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:1/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/B2AI-Voice_DTUA_2025_d4d.yaml,18,50,36.0,3,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:5/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:2/5"
VOICE,claudecode_agent,individual,data/d4d_individual/claudecode_agent/VOICE/github_eipm_bridge2ai-docs_row22_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:1/5,Data Reuse and Inter:1/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/B2AI-Voice_DTUA_2025_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:1/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:0/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/github_eipm_bridge2ai-docs_README_row22_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/docs_google_com_document-d_row13_d4d.yaml,6,50,12.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:0/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/physionet_b2ai-voice_1.1_row17_d4d.yaml,19,50,38.0,4,"Dataset Discovery an:5/5,Dataset Access and R:3/5,Data Reuse and Inter:1/5,Ethical Use and Priv:0/5,Data Composition and:4/5,Data Provenance and :2/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/github_eipm_bridge2ai-docs_row22_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/healthnexus_row13_d4d.yaml,12,50,24.0,2,"Dataset Discovery an:5/5,Dataset Access and R:2/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:1/5,Dataset Evaluation a:0/5,Cross-Platform and C:3/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/RePORT_RePORTER_VOICE_d4d.yaml,13,50,26.0,2,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:1/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:4/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/B2AI-Voice_DTUA_2025_2025-09-04_d4d.yaml,5,50,10.0,1,"Dataset Discovery an:4/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:1/5,Cross-Platform and C:0/5"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/physionet_b2ai-voice_1.1_row14_d4d.yaml,29,50,58.0,6,"Dataset Discovery an:5/5,Dataset Access and R:3/5,Data Reuse and Inter:1/5,Ethical Use and Priv:2/5,Data Composition and:4/5,Data Provenance and :2/5,Scientific Motivatio:4/5,Technical Transparen:4/5,Dataset Evaluation a:1/5,Cross-Platform and C:3/5"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/healthnexus_d4d.yaml,2,50,4.0,0,"Dataset Discovery an:2/5,Dataset Access and R:0/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :0/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:0/5"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/physionet_b2ai-voice_1.1_d4d.yaml,36,50,72.0,8,"Dataset Discovery an:2/5,Dataset Access and R:4/5,Data Reuse and Inter:3/5,Ethical Use and Priv:5/5,Data Composition and:4/5,Data Provenance and :3/5,Scientific Motivatio:2/5,Technical Transparen:5/5,Dataset Evaluation a:5/5,Cross-Platform and C:3/5"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/healthnexus_row13_d4d.yaml,9,50,18.0,1,"Dataset Discovery an:5/5,Dataset Access and R:1/5,Data Reuse and Inter:0/5,Ethical Use and Priv:0/5,Data Composition and:0/5,Data Provenance and :1/5,Scientific Motivatio:0/5,Technical Transparen:0/5,Dataset Evaluation a:0/5,Cross-Platform and C:2/5"
